연번,구인신청일자,모집기간,사업장명,모집직종,고용형태,임금형태,임금,입사형태,요구경력,요구학력,전공계열,요구자격증,사업장 주소,기업형태,담당기관,등록일,연락처
459,2023-05-16,2023-05-16~2023-06-30,(주)동광명품도어구미지사,금속기계부품 조립원,상용직,시급,9620 ,무관,0년개월,무관,,    ,경상북도 구미시 1공단로 86-6  (공단동),중소,경북지사,2023-05-16,1588-1519
460,2023-05-16,2023-05-16~2023-06-02,주식회사 한숲푸드,주방 보조원(일반 음식점),상용직,시급,9620 ,무관,0년개월,무관,,    ,경상북도 포항시 북구 불종로 67-4 (여천동),개인,경북지사,2023-05-16,1588-1519
461,2023-05-16,2023-05-16~2023-08-15,자연같이 주식회사,기타 사육 종사원(양봉·감별·동물원사육·실험동물사육 등),상용직,시급,9620 ,무관,0년개월,무관,,    ,경기도 파주시 경의로 1633 (하지석동),개인,경기북부지사,2023-05-16,1588-1519
462,2023-05-16,2023-05-16~2023-08-14,한국육영학교,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",계약직,시급,10000 ,무관,무관,무관,,    ,서울특별시 송파구 장지동 45-4,"공사,공공",서울동부지사,2023-05-23,1588-1519
463,2023-05-16,2023-05-16~2023-05-31,(주)미라콤아이앤씨,웹 디자이너,계약직,연봉,30000000 ,무관,무관,무관,,    ,서울특별시 송파구 올림픽로35길 123 향군타워 10층 (신천동),중소,서울동부지사,2023-05-16,1588-1519
464,2023-05-16,2023-05-16~2023-06-30,주식회사 태안모터스,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",상용직,시급,10000 ,무관,무관,무관,,    ,인천광역시 미추홀구 인주대로434번길 3  (주안동),중소,서울동부지사,2023-05-16,1588-1519
465,2023-05-16,2023-05-16~2023-05-19,주식회사러쉬코리아,"기타 서비스 단순종사원(사우나,찜질방 정리원 등)",계약직,연봉,15400000 ,무관,무관,무관,,    ,서울특별시 강남구 학동로 336 (논현동),중소,서울동부지사,2023-05-16,1588-1519
466,2023-05-16,2023-05-16~2023-06-30,(주)룩소티카코리아,영업 기획·관리·지원 사무원,상용직,월급,2100000 ,무관,0년개월,무관,,    ,서울특별시 강남구 삼성로 566 삼성동 구구빌딩 8층 (삼성동),개인,서울동부지사,2023-05-16,1588-1519
467,2023-05-16,2023-05-16~2023-06-30,콘센트릭스서비스코리아 유한회사,네일 아티스트(손톱 관리사),상용직,월급,1900000 ,무관,무관,무관,,    ,서울특별시 강남구 테헤란로 509  (삼성동),중소,서울동부지사,2023-05-16,1588-1519
468,2023-05-16,2023-05-16~2023-06-30,콘센트릭스서비스코리아 유한회사,사무 보조원(일반사업체),상용직,연봉,30000000 ,무관,무관,무관,,    ,서울특별시 강남구 테헤란로 509  (삼성동),중소,서울동부지사,2023-05-16,1588-1519
469,2023-05-16,2023-05-16~2023-05-31,콘센트릭스서비스코리아 유한회사,기타 기술 영업·중개 종사원,상용직,월급,2310500 ,무관,무관,무관,,    ,서울특별시 강남구 테헤란로 509  (삼성동),중소,서울동부지사,2023-05-16,1588-1519
470,2023-05-16,2023-05-16~2023-07-21,쿠팡로지스틱스서비스유한회사,회계 사무원(일반 사업체),계약직,월급,2100000 ,무관,무관,무관,,    ,서울특별시 강남구 테헤란로 332 (역삼동) 현정빌딩 9층,대기업,서울동부지사,2023-05-16,1588-1519
471,2023-05-16,2023-05-16~2023-06-30,바로고,환경 미화원,계약직,시급,10000 ,무관,0년개월,무관,,    ,서울특별시 강남구 언주로134길 32   (논현동),개인,서울동부지사,2023-05-16,1588-1519
472,2023-05-16,2023-05-16~2023-05-22,에스케이쉴더스 주식회사,환경 미화원,계약직,월급,1061800 ,무관,무관,무관,,    ,경기도 성남시 분당구 판교로227번길 23 (삼평동),대기업,경기동부지사,2023-05-16,1588-1519
473,2023-05-16,2023-05-16~2023-06-20,구성고등학교,사서,계약직,시급,9620 ,무관,무관,무관,,    ,경기도 용인시 기흥구 연원로42번길 47 마북동,"공사,공공",경기동부지사,2023-05-16,1588-1519
474,2023-05-16,2023-05-16~2023-06-05,서원고등학교,사무 보조원(공공기관),계약직,시급,9620 ,무관,0년개월,무관,,    ,경기도 용인시 수지구 상현로42번길 26-7 (상현동),중소,경기동부지사,2023-05-16,1588-1519
475,2023-05-16,2023-05-16~2023-06-10,(주)엔젤싹스,전자 부품·제품 생산기계 조작원,계약직,시급,9620 ,무관,무관,무관,,    ,경기도 광주시 순암로 350 (중대동),중소,경기동부지사,2023-05-16,1588-1519
476,2023-05-16,2023-05-16~2023-05-19,더봄플러스주식회사,환경 미화원,계약직,시급,9620 ,무관,무관,무관,,    ,서울특별시 금천구 디지털로9길 32 갑을그레이트밸리 216-1호 (가산동),중소,경기동부지사,2023-05-16,1588-1519
477,2023-05-16,2023-05-16~2023-06-05,서울교통공사,사무 보조원(공공기관),상용직,연봉,3200000 ,무관,0년개월,무관,,    ,서울특별시 성동구 천호대로 346 (용답동) (용답동),"공사,공공",서울북부지사,2023-05-16,1588-1519
478,2023-05-16,2023-05-16~2023-05-25,팔팔요양병원,총무 및 일반 사무원,상용직,연봉,25000000 ,무관,0년개월,무관,,    ,"서울특별시 도봉구 시루봉로 310 (도봉동, 화성빌딩 지하1층~지하8층 전체, 지하2층 일부)",중소,서울북부지사,2023-05-23,1588-1519
479,2023-05-16,2023-05-16~2023-07-31,오스템임플란트(주),"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",계약직,시급,10000 ,무관,무관,무관,,    ,서울특별시 강서구 마곡중앙12로 3 (마곡동) 오스템임플란트,대기업,경기서부지사,2023-05-16,1588-1519
480,2023-05-16,2023-05-16~2023-06-07,(주)에이티앤에스코리아,환경 미화원,계약직,시급,10000 ,무관,무관,무관,,    ,경기도 안산시 단원구 신원로 289 (목내동),중소,경기서부지사,2023-05-16,1588-1519
481,2023-05-16,2023-05-16~2023-06-30,의료법인남촌의료재단 시흥시화병원,"기타 서비스 단순종사원(사우나,찜질방 정리원 등)",계약직,시급,9620 ,신입,무관,무관,,    ,경기도 시흥시 군자천로 381 총무팀 (정왕동),중소,경기서부지사,2023-05-17,1588-1519
482,2023-05-16,2023-05-16~2023-05-19,한국공학대학교 산학협력단,사무 보조원(공공기관),계약직,월급,911240 ,무관,0년개월,무관,,    ,경기도 시흥시 산기대학로 237 (정왕동),"공사,공공",경기서부지사,2023-05-16,1588-1519
483,2023-05-15,2023-05-15~2023-06-09,사회복지법인 대명복지재단,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",상용직,시급,9620 ,무관,0년개월,무관,,    ,"경상남도 진주시 문산읍 동부로 954-36 (상문리), 사회복지법인 대명복지재단",중소,경남지사,2023-05-17,1588-1519
484,2023-05-15,2023-05-15~2023-05-25,한국철도기술연구원,사무 보조원(공공기관),계약직,월급,2010580 ,무관,무관,무관,,    ,경기도 의왕시 철도박물관로 176 한국철도기술연구원 (월암동),"공사,공공",경기서부지사,2023-05-15,1588-1519
485,2023-05-15,2023-05-15~2023-05-29,경제인문사회연구회,공공행정 사무원,계약직,시급,9620 ,무관,0년개월,고졸,,    ,세종특별자치시 시청대로 370 (반곡동)A동 813호,"공사,공공",대전지역본부,2023-05-16,1588-1519
486,2023-05-15,2023-05-15~2023-05-31,가람상사주식회사,세탁원(다림질원),계약직,시급,9620 ,무관,0년개월,무관,,    ,대전광역시 서구 관저동로 158 (관저동),중소,대전지역본부,2023-05-15,1588-1519
487,2023-05-15,2023-05-15~2023-05-19,대전대성중학교,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",계약직,시급,9620 ,무관,0년개월,무관,,    ,대전광역시 중구 목동로 23 (목동),"공사,공공",대전지역본부,2023-05-15,1588-1519
488,2023-05-15,2023-05-15~2023-05-24,(주)유클리드소프트,시스템 소프트웨어 개발자(프로그래머),상용직,시급,10000 ,무관,무관,무관,,    ,대전광역시 서구 대덕대로317번길 20 선사엔조이빌딩 4층(458호) (월평동),중소,대전지역본부,2023-05-15,1588-1519
489,2023-05-15,2023-05-15~2023-05-31,와이이에스 씽크,생산·품질 사무원 및 관리원(화학·섬유·의료),상용직,시급,9620 ,무관,0년개월,무관,,    ,대전광역시 유성구 테크노4로 17 (관평동)4층 제비406호,중소,대전지역본부,2023-05-15,1588-1519
490,2023-05-15,2023-05-15~2023-05-19,(주)휴먼티에스에스,사무 보조원(일반사업체),상용직,시급,9620 ,무관,무관,무관,,    ,경기도 수원시 권선구 권광로 141 대보빌딩 8층 (권선동),대기업,경기지역본부,2023-05-15,1588-1519
491,2023-05-15,2023-05-15~2023-05-31,희망누리사회적협동조합,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",시간제,시급,9620 ,무관,0년개월,무관,,    ,경기도 평택시 오성면 원숙성2길 2 1층,"협회,단체",경기지역본부,2023-05-17,1588-1519
492,2023-05-15,2023-05-15~2023-06-15,디비손해보험주식회사,환경 미화원,계약직,월급,770000 ,무관,무관,무관,,    ,서울특별시 강남구 테헤란로 432  (대치동),중소,충북지사,2023-05-15,1588-1519
493,2023-05-15,2023-05-15~2023-07-09,(주)바이오톡스텍,조경 식재원,계약직,시급,9620 ,무관,무관,무관,,    ,충청북도 청주시 청원구 오창읍 연구단지로 53 (주)바이오톡스텍,중소,충북지사,2023-05-15,1588-1519
494,2023-05-15,2023-05-15~2023-05-22,(주)원익머트리얼즈,환경·청소 관리자,상용직,연봉,2870000 ,무관,무관,무관,,    ,충청북도 청주시 청원구 오창읍 양청3길 30 원익머트리얼즈,대기업,충북지사,2023-05-15,1588-1519
495,2023-05-15,2023-05-15~2023-05-31,충북곰두리체육관,환경 미화원,상용직,월급,2010600 ,무관,무관,무관,,    ,충청북도 청주시 청원구 토성로 21 충청북도곰두리체육관 (사천동),중소,충북지사,2023-05-15,1588-1519
496,2023-05-15,2023-05-15~2023-05-30,청원영농조합,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",시간제,시급,9620 ,무관,무관,무관,,    ,충청북도 청주시 서원구 현도면 죽전길 109 109,중소,충북지사,2023-05-15,1588-1519
497,2023-05-15,2023-05-15~2023-07-02,자이씨앤에이 주식회사,건설·채굴 단순 종사원,계약직,일급,116000 ,무관,무관,무관,,    ,서울특별시 강서구 마곡중앙로 150  (마곡동),중소,충북지사,2023-05-15,1588-1519
498,2023-05-15,2023-05-15~2023-06-02,전라북도순창교육지원청,단체 급식 보조원,상용직,월급,959000 ,무관,무관,무관,,    ,전라북도 순창군 순창읍 장류로 383 행정지원과,중소,전북지사,2023-05-15,1588-1519
499,2023-05-15,2023-05-15~2023-06-16,다정다감협동조합,식품 분야 단순 종사원,상용직,시급,9620 ,무관,무관,무관,,    ,전라북도 완주군 삼례읍 하리로 177-10 다정다감협동조합,중소,전북지사,2023-05-15,1588-1519
500,2023-05-15,2023-05-15~2023-07-31,(주)조선호탤앤리조트 그랜드조선 부산,"호텔·콘도·숙박시설 청소원(룸메이드,하우스키퍼)",계약직,시급,9620 ,무관,0년개월,무관,,    ,부산광역시 해운대구 해운대해변로 292 (중동),대기업,부산지역본부,2023-05-15,1588-1519
501,2023-05-15,2023-05-15~2023-07-14,(주)세명기업,고무 사출성형기 조작원,계약직,시급,9620 ,무관,무관,무관,,    ,경상북도 경산시 진량읍 공단4로 20 (주)세명기업,중소,대구지역본부,2023-05-15,1588-1519
502,2023-05-15,2023-05-15~2023-08-14,(주)신풍쇼핑백,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",상용직,시급,9620 ,무관,무관,무관,,    ,대구광역시 달성군 현풍면 현풍서로 74 (주)신풍쇼핑백,중소,대구지역본부,2023-05-18,1588-1519
503,2023-05-15,2023-05-15~2023-06-01,(주)천우굿프랜즈,금속기계부품 조립원,상용직,시급,9620 ,무관,무관,무관,경영학,    ,인천광역시 남동구 호구포로 50 엘아이지식산업센터 225호,중소,인천지사,2023-05-15,1588-1519
504,2023-05-15,2023-05-15~2023-07-31,더봄플러스주식회사,환경 미화원,계약직,월급,800000 ,무관,무관,무관,,    ,서울특별시 금천구 디지털로9길 32 갑을그레이트밸리 216-1호 (가산동),중소,인천지사,2023-05-15,1588-1519
505,2023-05-15,2023-05-15~2023-06-30,(사)장애인생산품판매지원협회제석근로사업장,김치·밑반찬 제조 종사원,상용직,시급,9620 ,무관,무관,무관,,    ,광주광역시 남구 송암로24번나길 30 제석근로사업장,중소,광주지역본부,2023-05-15,1588-1519
506,2023-05-15,2023-05-15~2023-05-23,한국교통안전공단,사무 보조원(공공기관),계약직,시급,9620 ,무관,0년개월,무관,,    ,서울특별시 마포구 월드컵로 220 한국교통안전공단 서울본부 3층 (성산동),대기업,광주지역본부,2023-05-22,1588-1519
507,2023-05-15,2023-05-15~2023-07-31,주식회사 늘조은,시설 요양보호사(노인요양사),상용직,시급,9620 ,무관,무관,무관,,    ,울산광역시 울주군 온양읍 망양3길 11-24 .,개인,울산지사,2023-05-15,1588-1519
508,2023-05-15,2023-05-15~2023-05-31,크리스찬디올꾸띄르코리아,주입·포장·상표부착기 등 기타 기계 조작원,계약직,월급,1200000 ,무관,무관,무관,,    ,서울특별시 중구 을지로5길 19 페럼타워 26층 (수하동),중소,서울지역본부,2023-05-18,1588-1519
509,2023-05-15,2023-05-15~2023-05-21,한화손해사정 주식회사,사무 보조원(일반사업체),계약직,연봉,26200000 ,무관,무관,무관,,    ,서울특별시 마포구 마포대로 155 (공덕동) 16층 ,대기업,서울지역본부,2023-05-15,1588-1519
510,2023-05-15,2023-05-15~2023-05-26,디비손해보험주식회사,환경 미화원,시간제,시급,9620 ,무관,무관,무관,,    ,서울특별시 강남구 테헤란로 432  (대치동),중소,서울남부지사,2023-05-15,1588-1519
511,2023-05-15,2023-05-15~2023-05-26,대한약품공업(주),환경 미화원,계약직,월급,1450000 ,무관,무관,무관,,    ,서울특별시 영등포구 선유로45길 3 (양평동4가),중소,서울남부지사,2023-05-15,1588-1519
512,2023-05-15,2023-05-15~2023-06-14,문창중학교,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",계약직,시급,12030 ,무관,0년개월,무관,,    ,서울특별시 동작구 여의대방로22나길 40 (신대방동),"협회,단체",서울남부지사,2023-05-15,1588-1519
513,2023-05-15,2023-05-15~2023-06-29,서울매봉초등학교,환경 미화원,계약직,시급,12030 ,무관,0년개월,무관,,    ,서울특별시 구로구 고척로21길 55 (개봉동),"공사,공공",서울남부지사,2023-05-15,1588-1519
514,2023-05-15,2023-05-15~2023-06-30,구일고등학교,환경 미화원,계약직,시급,12030 ,무관,0년개월,고졸,,    ,서울특별시 구로구 구일로 90-51 (구로동),"공사,공공",서울남부지사,2023-05-15,1588-1519
515,2023-05-15,2023-05-15~2023-06-16,부산가톨릭대학교,건물 보수원 및 영선원(아파트 기계·전기 시설관리 제외),계약직,연봉,24132000 ,무관,0년개월,무관,,    ,부산광역시 금정구 오륜대로 57 (부곡동),"공사,공공",부산지역본부,2023-05-16,1588-1519
516,2023-05-15,2023-05-15~2023-05-26,부경대학교,환경 미화원,상용직,연봉,27000000 ,무관,무관,무관,,    ,"부산광역시 남구 용소로 45 (대연동), 부경대학교","공사,공공",부산지역본부,2023-05-16,1588-1519
517,2023-05-15,2023-05-15~2023-06-30,주식회사 미래기술,자동차 부분품 조립·검사원,상용직,시급,9620 ,무관,0년개월,무관,,    ,"경기도 부천시 석천로 397 (삼정동) 103동 402, 403호",중소,경기서부지사,2023-05-15,1588-1519
518,2023-05-15,2023-05-15~2023-07-31,(주)현테크,자동차 부분품 조립·검사원,상용직,시급,9620 ,무관,무관,무관,,    ,충청남도 아산시 둔포면 아산밸리서로 70-11 (주)현테크,중소,충남지사,2023-05-15,1588-1519
519,2023-05-15,2023-05-15~2023-07-14,주식회사 행복누리 여수지점,음료 조리사(바리스타 포함),상용직,월급,2100000 ,무관,무관,무관,,    ,"전라남도 여수시 소호5길 32 (소호동, 엘지석유화학소호사택)",대기업,전남지사,2023-05-15,1588-1519
520,2023-05-15,2023-05-15~2023-07-14,(주)인텍,주방 보조원(일반 음식점),상용직,시급,9620 ,무관,무관,무관,,    ,대구광역시 북구 학남로 13 (학정동),중소,경북지사,2023-05-17,1588-1519
521,2023-05-15,2023-05-15~2023-07-14,이노위드(주),음료 조리사(바리스타 포함),상용직,시급,9620 ,무관,무관,무관,,    ,광주광역시 광산구 하남산단5번로 26 (장덕동),대기업,경북지사,2023-05-22,1588-1519
522,2023-05-15,2023-05-15~2023-05-21,삼성생명보험주식회사 경북북부지역단,사무 보조원(일반사업체),계약직,월급,1174000 ,무관,0년개월,무관,,    ,경상북도 안동시 영가로 14 (운흥동),대기업,경북지사,2023-05-19,1588-1519
523,2023-05-15,2023-05-15~2023-07-14,해피위드 주식회사,환경 미화원,상용직,시급,9620 ,무관,0년개월,무관,,    ,경상북도 구미시 1공단로4길 141-11 (공단동) 해피위드,대기업,경북지사,2023-05-22,1588-1519
524,2023-05-15,2023-05-15~2023-07-30,찰떡궁합,기타 식품가공 종사원,상용직,시급,9620 ,무관,무관,무관,,    ,경기도 남양주시 별내면 송산로679번길 32 찰떡궁합,중소,경기북부지사,2023-05-22,1588-1519
525,2023-05-15,2023-05-15~2023-07-31,굿윌스토어 밀알탄현점,매장 정리원(매장 보조원),상용직,시급,9620 ,무관,무관,무관,,    ,경기도 고양시 일산서구 경의로 858-1 1층 (덕이동),중소,경기북부지사,2023-05-22,1588-1519
526,2023-05-15,2023-05-15~2023-06-30,씨제이프레시웨이주식회사,주방 보조원(일반 음식점),상용직,시급,9620 ,무관,무관,무관,,    ,경기도 용인시 기흥구 기곡로 32  (하갈동),중소,경기북부지사,2023-05-22,1588-1519
527,2023-05-15,2023-05-15~2023-07-31,더마음사랑사회적협동조합,사무 보조원(일반사업체),상용직,시급,9620 ,무관,0년개월,무관,,    ,경기도 남양주시 퇴계원읍 퇴계원로6번길 13 301호,"협회,단체",경기북부지사,2023-05-22,1588-1519
528,2023-05-15,2023-05-15~2023-08-14,(주)조선호텔앤리조트,숙박시설서비스원,계약직,월급,1000480 ,무관,무관,무관,,    ,"서울특별시 중구 소공로 106 (소공동,웨스턴 조선 호텔)",대기업,서울동부지사,2023-05-18,1588-1519
529,2023-05-15,2023-05-15~2023-08-14,비알코리아(주),"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",계약직,월급,1570340 ,무관,무관,고졸,,    ,충청북도 음성군 삼성면 금일로 955-25 .,대기업,서울동부지사,2023-05-19,1588-1519
530,2023-05-15,2023-05-15~2023-05-31,(주)엔씨에프,환경 미화원,계약직,월급,1200000 ,무관,무관,무관,,    ,서울특별시 강남구 영동대로 320 (주) 엔씨에프 (대치동),중소,서울동부지사,2023-05-15,1588-1519
531,2023-05-15,2023-05-15~2023-06-16,허스트중앙(유),네일 아티스트(손톱 관리사),계약직,월급,1900000 ,무관,0년개월,무관,,    ,서울특별시 강남구 도산대로 156 (논현동),중소,서울동부지사,2023-05-15,1588-1519
532,2023-05-15,2023-05-15~2023-06-01,성은학교,사무 보조원(공공기관),계약직,시급,9620 ,무관,무관,무관,,    ,경기도 성남시 분당구 돌마로 866 (야탑동),"공사,공공",경기동부지사,2023-05-15,1588-1519
533,2023-05-15,2023-05-15~2023-05-30,에이치모터스주식회사,환경 미화원,계약직,월급,900000 ,무관,무관,무관,,    ,경기도 수원시 영통구 매영로 171  (원천동),중소,서울북부지사,2023-05-15,1588-1519
534,2023-05-15,2023-05-15~2023-05-31,서울새솔초등학교,환경 미화원,계약직,월급,1200000 ,무관,0년개월,무관,,    ,서울특별시 중랑구 신내역로1길 164 (신내동),"공사,공공",서울북부지사,2023-05-18,1588-1519
535,2023-05-15,2023-05-18~2023-05-22,대전신일여자고등학교,학교행정 사무원(교무),계약직,시급,9620 ,무관,0년개월,무관,,    ,대전광역시 중구 부사로 48 (부사동) 대전신일여자고등학교,중소,대전지역본부,2023-05-15,1588-1519
536,2023-05-14,2023-05-14~2023-07-14,(주)인텍,주방 보조원(일반 음식점),상용직,시급,9620 ,무관,무관,무관,,    ,대구광역시 북구 학남로 13 (학정동),중소,경북지사,2023-05-17,1588-1519
537,2023-05-13,2023-05-13~2023-05-16,조은금강병원,"기타 서비스 단순종사원(사우나,찜질방 정리원 등)",상용직,시급,9620 ,무관,무관,무관,,    ,경상남도 김해시 김해대로 1814-37 조은금강병원 (삼계동),중소,경남지사,2023-05-16,1588-1519
538,2023-05-12,2023-05-12~2023-05-31,현대건설(주),환경 미화원,계약직,월급,1050000 ,무관,무관,무관,,    ,서울특별시 종로구 율곡로 75  (계동),중소,경남지사,2023-05-15,1588-1519
539,2023-05-12,2023-05-12~2023-05-12,라이트팹(구 세전사),고무제품 조립원 및 검사원,상용직,월급,2010580 ,무관,무관,무관,,    ,경기도 안양시 만안구 덕천로34번길 33 (안양동),중소,경기서부지사,2023-05-15,1588-1519
540,2023-05-12,2023-05-12~2023-05-31,하얀기업,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",시간제,시급,9620 ,무관,0년개월,무관,,    ,경상남도 창원시 마산회원구 내서읍 중리공단로5길 28-1 하얀기업,중소,경남지사,2023-05-12,1588-1519
541,2023-05-12,2023-05-12~2023-06-30,경남크린산업,세탁원(다림질원),상용직,시급,9620 ,무관,0년개월,무관,,    ,경상남도 김해시 진영읍 본산2로79번길 21 본산리 315-7,중소,경남지사,2023-05-12,1588-1519
542,2023-05-12,2023-05-12~2023-08-11,주식회사 제주참농,식품 분야 단순 종사원,상용직,시급,9620 ,무관,무관,무관,,    ,제주특별자치도 제주시 애월읍 광령평화4길 14 (광령리),중소,제주지사,2023-05-12,1588-1519
543,2023-05-12,2023-05-12~2023-05-26,한국전력공사 대전세종충남본부,사무 보조원(공공기관),계약직,시급,9620 ,무관,무관,무관,,    ,대전광역시 동구 송촌남로11번길 170 (용전동),"공사,공공",대전지역본부,2023-05-12,1588-1519
544,2023-05-12,2023-05-12~2023-06-30,한국동그라미파트너스,세차원 및 운송장비 청소원,상용직,연봉,30000000 ,무관,무관,무관,,    ,대전광역시 대덕구 대덕대로1447번길 40 한국타이어앤테크놀로지 대전공장 한국동그라미파트너스 (목상동),중소,대전지역본부,2023-05-12,1588-1519
545,2023-05-12,2023-05-12~2023-05-30,주식회사 엘림,세탁원(다림질원),상용직,시급,9620 ,무관,무관,무관,,    ,충청북도 음성군 감곡면 상우길 274 감곡세탁공장,중소,충북지사,2023-05-12,1588-1519
546,2023-05-12,2023-05-12~2023-05-26,주식회사 잡인잡,자동차 부분품 조립·검사원,상용직,시급,9620 ,무관,0년개월,무관,,    ,충청북도 청주시 흥덕구 월명로 42 (봉명동),중소,충북지사,2023-05-12,1588-1519
547,2023-05-12,2023-05-12~2023-05-22,한국농수산대학,환경·청소 관리자,상용직,시급,9620 ,신입,무관,무관,,    ,전라북도 전주시 덕진구 콩쥐팥쥐로 1515 국립한국농수산대학교,중소,전북지사,2023-05-12,1588-1519
548,2023-05-12,2023-05-12~2023-05-19,전라북도익산교육지원청,임상심리사(심리치료사),상용직,시급,9620 ,무관,무관,무관,,    ,전라북도 익산시 중앙로 127 (마동),"공사,공공",전북지사,2023-05-12,1588-1519
549,2023-05-12,2023-05-12~2023-05-23,전주초포초등학교,환경 미화원,상용직,시급,9620 ,무관,0년개월,무관,,    ,"전라북도 전주시 덕진구 초포로 171 (호성동2가), 2가 835","공사,공공",전북지사,2023-05-12,1588-1519
550,2023-05-12,2023-05-12~2023-07-11,한국부동산원,사무 보조원(공공기관),계약직,시급,9620 ,무관,0년개월,무관,,    ,대구광역시 동구 이노밸리로 291 1층,중소,부산지역본부,2023-05-12,1588-1519
551,2023-05-12,2023-05-12~2023-07-28,법무법인(유한)대륜,사무 보조원(일반사업체),계약직,시급,9620 ,무관,무관,무관,,    ,부산광역시 해운대구 센텀중앙로 66 센텀T타워 1105~1106호,중소,부산지역본부,2023-05-12,1588-1519
552,2023-05-12,2023-05-12~2023-06-30,(주)엠제이텍스타일,배송·납품 운전원(납품영업 포함),계약직,시급,9620 ,무관,0년개월,무관,,    ,부산광역시 부산진구 신암로83번길 32 (범천동)엠제이텍스타일,중소,부산지역본부,2023-05-12,1588-1519
553,2023-05-12,2023-05-12~2023-05-30,MS재건병원,주차 관리·안내원,상용직,시급,9620 ,무관,0년개월,무관,,    ,대구광역시 중구 동덕로 194 (동인동1가),중소,대구지역본부,2023-05-12,1588-1519
554,2023-05-12,2023-05-12~2023-08-11,(주)크라운제과,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",상용직,시급,9620 ,무관,0년개월,무관,,    ,서울특별시 용산구 한강대로72길 3 3  (남영동),대기업,대구지역본부,2023-05-12,1588-1519
555,2023-05-12,2023-05-12~2023-08-10,대영기사반점,주방 보조원(일반 음식점),상용직,시급,9620 ,무관,0년개월,무관,,    ,대구광역시 남구 중앙대로 239 (대명동),개인,대구지역본부,2023-05-12,1588-1519
556,2023-05-12,2023-05-12~2023-07-10,(주)아워홈삼우기업대구점,"기타 서비스 단순종사원(사우나,찜질방 정리원 등)",계약직,시급,9620 ,무관,0년개월,무관,,    ,대구광역시 달성군 논공읍 논공중앙로 428 1층,대기업,대구지역본부,2023-05-12,1588-1519
557,2023-05-12,2023-05-12~2023-06-30,의료법인 금성의료재단 상그릴라요양병원,단체 급식 보조원,상용직,연봉,31000000 ,무관,무관,무관,,    ,"광주광역시 광산구 월계로 217 2층 (쌍암동,쌍암동 첨단프라자)",개인,광주지역본부,2023-05-12,1588-1519
558,2023-05-12,2023-05-12~2023-07-31,사회적협동조합 상생,음료 조리사(바리스타 포함),상용직,시급,9620 ,신입,무관,무관,,    ,"광주광역시 북구 우치로 118 3,4층 사회적협동조합상생",중소,광주지역본부,2023-05-15,1588-1519
559,2023-05-12,2023-05-12~2023-06-30,봉선한방병원,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",상용직,시급,9620 ,무관,무관,무관,,    ,"광주광역시 남구 봉선2로 85 2,4,5층 (봉선한방병원) (봉선동)",중소,광주지역본부,2023-05-12,1588-1519
560,2023-05-12,2023-05-12~2023-06-15,계룡건설산업(주),건설현장반장,계약직,월급,3000000 ,무관,무관,무관,,    ,대전광역시 서구 문정로48번길 48  (탄방동),중소,대전지역본부,2023-05-12,1588-1519
561,2023-05-12,2023-05-12~2023-06-30,(주)맨파워코리아,환경 미화원,계약직,시급,9620 ,무관,무관,무관,,    ,"서울특별시 강남구 테헤란로 409 (29,30 동신빌딩 11층) (삼성동)",중소,대전지역본부,2023-05-12,1588-1519
562,2023-05-12,2023-05-12~2023-06-09,케이원테크,창고 관리원(자재 검수원 포함),상용직,월급,2100000 ,무관,0년개월,무관,,    ,울산광역시 울주군 서생면 진하8길 25 (진하비취아파트) 908,개인,울산지사,2023-05-12,1588-1519
563,2023-05-12,2023-05-12~2023-05-18,(주)문화방송,사무 보조원(일반사업체),계약직,연봉,37000000 ,무관,무관,무관,,    ,서울특별시 마포구 성암로 267 (상암동),대기업,서울지역본부,2023-05-12,1588-1519
564,2023-05-12,2023-05-12~2023-06-30,가톨릭대학교 은평성모병원,세탁 기계 조작원,계약직,시급,9620 ,무관,0년개월,무관,,    ,서울특별시 은평구 통일로 1021 (진관동),중소,서울지역본부,2023-05-12,1588-1519
565,2023-05-12,2023-05-12~2023-05-17,서울중동초등학교,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",계약직,시급,12030 ,무관,0년개월,무관,,    ,서울특별시 마포구 월드컵북로 152 (성산동),"공사,공공",서울지역본부,2023-05-12,1588-1519
566,2023-05-12,2023-05-12~2023-05-31,롯데지알에스 주식회사,사무 보조원(일반사업체),계약직,시급,9620 ,무관,무관,무관,,    ,서울특별시 금천구 벚꽃로 104 1160 (독산동),중소,서울남부지사,2023-05-12,1588-1519
