,모집직종,고용형태,임금형태,임금,요구경력,요구학력,전공계열,요구자격증,사업장 주소,기업형태,Classification
537,사무 보조원(공공기관),0,0,9620,0,0,0,0,경상남도 창원시 마산합포구 3·15대로 210 (중앙동3가),3,경영/사무
538,사무 보조원(공공기관),0,0,9620,0,0,0,0,"경상남도 창원시 마산회원구 삼호로 63 (양덕동,마산종합운동장)",3,경영/사무
539,사무 보조원(공공기관),0,0,9620,0,0,0,0,경상남도 창원시 성산구 창원대로 1086 (성주동),3,경영/사무
540,사무 보조원(공공기관),0,0,9620,0,0,0,0,경상남도 창원시 의창구 우곡로101번길 30-3 (명서동),1,경영/사무
541,사무 보조원(공공기관),0,0,9620,0,0,0,0,경상남도 창원시 의창구 태복산로15번길 8 (도계동),3,경영/사무
542,사무 보조원(공공기관),0,0,9620,0,0,0,0,경상남도 창원시 진해구 진해대로 1101 (풍호동),3,경영/사무
543,사무 보조원(공공기관),0,0,9620,0,0,0,0,경상남도 함안군 가야읍 말산로 1 함안군청,3,경영/사무
544,환경 미화원,0,2,1400000,0,0,0,0,경상북도 경산시 성암로21길 39 (옥산동),1,서비스
545,보안 관제원(경비 관제원),0,0,9160,0,0,0,0,경상북도 구미시 신시로10길 12 (형곡동),4,서비스
546,식품 분야 단순 종사원,1,0,9160,0,0,0,0,경상북도 의성군 봉양면 농공마전길 32-13 .,1,생산/제조
547,주입·포장·상표부착기 등 기타 기계 조작원,0,2,1917000,0,0,0,0,대구광역시 달서구 달서대로91길 35 (호림동),1,생산/제조
548,단체 급식 보조원,1,0,9160,0,0,0,0,대구광역시 북구 학남로 13 (학정동),1,서비스
549,사무 보조원(일반사업체),0,0,9160,0,0,0,0,"부산광역시 해운대구 센텀중앙로 79 7~10층 (우동, 센텀사이언스파크)",3,경영/사무
550,사무 보조원(일반사업체),0,3,31000000,0,1,0,0,서울특별시 강동구 상일로6길 26 글로벌엔지니어링센터 (상일동),1,경영/사무
551,웹 개발자(웹 엔지니어·웹 프로그래머),1,3,30000000,0,3,0,0,서울특별시 구로구 디지털로26길 5 (구로동),1,IT/인터넷
552,의료 보조원,0,3,15000000,0,1,0,0,서울특별시 동작구 흑석로 102  (흑석동),1,의료
553,사무 보조원(일반사업체),1,0,9160,0,0,0,0,서울특별시 영등포구 영등포로5길 19 동아프라임밸리 901~903호,1,경영/사무
554,세차원 및 운송장비 청소원,0,3,13000000,0,0,0,0,"서울특별시 종로구 종로 26 지하3층(서린동, SK빌딩 내)",1,서비스
555,사무 보조원(공공기관),0,1,40000,0,1,0,0,세종특별자치시 시청대로 370 세종국책연구단지 B동 8층 (반곡동),3,경영/사무
556,건물 보수원 및 영선원(아파트 기계·전기 시설관리 제외),1,2,1868000,0,0,0,0,전라북도 군산시 축동로 129 (서흥남동),3,생산/제조
557,"건물 경비원(청사,학교,병원,상가,빌딩,공장 등)",1,2,1401000,0,0,0,0,전라북도 남원시 향단로 77 (동충동),3,서비스
558,사무 보조원(공공기관),0,2,1010100,0,0,0,0,전라북도 완주군 삼례읍 삼례로 443 우석대학교,4,경영/사무
559,사서,0,0,9160,0,0,0,0,전라북도 완주군 삼례읍 삼례로 443 우석대학교,4,서비스
560,건물 보수원 및 영선원(아파트 기계·전기 시설관리 제외),1,2,1401000,0,0,0,0,전라북도 장수군 계북면 장무로 1005-12 (어전리),3,생산/제조
561,사무 보조원(일반사업체),1,0,9160,0,0,0,0,강원도 원주시 양지로 70 (반곡동) 213호,0,경영/사무
562,기타 식품가공 종사원,1,0,9160,0,0,0,0,"강원도 원주시 우산로 177 (우산동,삼양식품공장)",1,생산/제조
563,주입·포장·상표부착기 등 기타 기계 조작원,1,2,1914440,0,0,0,0,강원도 춘천시 충열로 90 (우두동),1,생산/제조
564,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",1,0,9160,0,0,0,0,강원도 춘천시 퇴계공단1길 21-12 (퇴계동) (주)웰코스,1,생산/제조
565,기타 비금속제품 생산기계 조작원,1,0,9163,0,0,0,0,강원도 횡성군 횡성읍 정문로 88 일륭기공(주)내 공장 에이동,1,생산/제조
566,총무 및 일반 사무원,1,3,24000000,3,2,0,0,경기도 과천시 별양상가1로 13 교보생명빌딩 5층 (별양동),1,경영/사무
567,식품 분야 단순 종사원,1,2,1000000,0,0,0,0,경기도 군포시 공단로 149 (당동) B107호,1,생산/제조
568,총무 및 일반 사무원,1,2,3000000,0,1,0,0,경기도 수원시 영통구 삼성로 129 (매탄동),4,경영/사무
569,사무 보조원(일반사업체),0,2,538720,0,0,0,0,경기도 수원시 장안구 송원로24번길 17 경기도지체장애인협회 (송죽동),1,경영/사무
570,사무 보조원(일반사업체),0,2,538720,0,0,0,0,경기도 안양시 만안구 경수대로 1132 (안양동),2,경영/사무
571,사무 보조원(일반사업체),0,2,538720,0,0,0,0,"경기도 안양시 만안구 냉천로 39 (안양동,안양시수리장애인종합복지관)",2,경영/사무
572,사무 보조원(일반사업체),0,2,538720,0,0,0,0,경기도 안양시 만안구 안양로138번길 21 (안양동),2,경영/사무
573,국가·지방행정 사무원,0,0,9160,0,0,0,0,경기도 이천시 부악로 40 490 (중리동),3,경영/사무
574,"기타 서비스 단순종사원(사우나,찜질방 정리원 등)",1,2,1950000,0,0,0,0,경기도 화성시 정남면 만년로98번길 47 2층,1,서비스
575,사무 보조원(공공기관),0,2,1145290,0,0,0,0,경기도 화성시 팔탄면 제암고주로 108 한국폴리텍대학 화성캠퍼스,3,경영/사무
576,기타 보건·의료 서비스 종사원,0,2,2300000,0,1,0,0,"경상남도 거창군 거창읍 중앙로 91 (상림리, 거창적십자병원)",3,서비스
577,식품 분야 단순 종사원,2,0,9160,0,0,0,0,경상남도 김해시 한림면 김해대로1031번길 45 45,0,생산/제조
578,아파트·빌라 경비원,0,2,2000000,0,0,0,0,경상북도 포항시 북구 장량로18번길 39-1 (주)영일에이치오엠,1,서비스
579,환경 미화원,0,0,9160,0,0,0,0,경상북도 포항시 북구 장량로18번길 39-1 (주)영일에이치오엠,1,서비스
580,사업체 구내식당 급식 조리사,0,2,2500000,0,0,0,0,대전광역시 서구 문정로48번길 48  (탄방동),4,서비스
581,사무 보조원(일반사업체),0,2,1850000,0,0,0,0,부산광역시 남구 문현금융로 33 기술보증기금 (문현동),3,경영/사무
582,대기 환경 기술자 및 연구원,0,3,30500000,0,3,0,0,부산광역시 해운대구 센텀7로 12 (우동),3,전문/특수직
583,"건물 경비원(청사,학교,병원,상가,빌딩,공장 등)",0,2,2200000,0,0,0,0,서울특별시 강남구 테헤란로 322 테헤란로322 한신인터밸리 서관 20층 (역삼동),1,서비스
584,사무 보조원(일반사업체),0,2,1360000,0,0,정보·통신공학,0,서울특별시 강남구 테헤란로87길 36 도심공항타워 24층,1,경영/사무
585,사무 보조원(일반사업체),0,2,538720,0,0,재활학,0,서울특별시 관악구 남부순환로 1914 6층 (봉천동),1,경영/사무
586,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",1,0,9160,0,0,0,0,서울특별시 금천구 벚꽃로 254 (가산동),1,생산/제조
587,사무 보조원(공공기관),0,2,538720,0,0,0,0,서울특별시 도봉구 마들로 656 3층 복지정책과 복지정책팀 (방학동),3,경영/사무
588,가족·학교·아동·청소년·노인·중독 등 상담 전문가,1,2,1020000,0,0,0,0,서울특별시 동작구 만양로14길 60 (노량진동),2,서비스
589,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",1,2,1914440,0,0,0,0,인천광역시 계양구 오조산로57번길 15 505호(계산동),1,서비스
590,승합차 운전원,1,2,2200000,0,0,0,0,전라북도 완주군 봉동읍 봉동동서로 89 지체장애인 협회,1,서비스
591,"건물 경비원(청사,학교,병원,상가,빌딩,공장 등)",1,2,1120700,0,0,0,0,"전라북도 전주시 덕진구 송천중앙로 170 (송천동1가,전주솔내고등학교)",3,서비스
592,음료 조리사(바리스타 포함),2,0,9160,0,0,0,0,전라북도 전주시 완산구 홍산로 111 (효자동2가),2,서비스
593,사무 보조원(공공기관),0,2,538720,0,0,0,0,강원도 속초시 중앙로 183 (중앙동),3,경영/사무
594,음료 조리사(바리스타 포함),0,2,1914440,0,0,0,0,강원도 춘천시 영서로 2854 (사농동),3,서비스
595,총무 및 일반 사무원,0,2,1080000,0,0,0,0,경기도 광주시 도척면 도척로 401-87 쿠팡 경기광주1센터,4,경영/사무
596,사무 보조원(공공기관),0,2,953340,0,0,0,0,경기도 시흥시 새재로 32 272-9 (장현동),1,경영/사무
597,환경 미화원,1,2,1842410,0,0,0,0,경기도 안양시 만안구 시민대로 5 (안양동),3,서비스
598,환경 미화원,0,2,750000,0,0,0,0,"경기도 용인시 수지구 광교중앙로 304 미주프라자, 901호 (상현동)",1,서비스
599,의료 보조원,0,0,9160,0,0,0,0,경상남도 창원시 의창구 명서동 212,4,의료
600,환경 미화원,0,0,9620,0,0,0,0,경상북도 상주시 만산8길 11 (만산동),2,서비스
601,환경 미화원,0,0,9620,0,0,0,0,경상북도 영주시 원당로52번길 25 영주시장애인종합복지관 (휴천동),1,서비스
602,"건물 경비원(청사,학교,병원,상가,빌딩,공장 등)",0,0,9160,0,0,0,0,경상북도 포항시 북구 장량로18번길 39-1 (주)영일에이치오엠,1,서비스
603,웹 디자이너,1,0,9160,0,0,0,0,"광주광역시 광산구 앰코로 35 501-1호(쌍암동, 폭스존5층)",1,디자인
604,환경 미화원,1,0,9620,0,0,0,0,광주광역시 광산구 하남산단5번로 26 (장덕동),4,서비스
605,총무 및 일반 사무원,0,3,13560000,0,0,0,0,서울특별시 강남구 언주로 725 보전빌딩 10층 (논현동),1,경영/사무
606,주차 관리·안내원,1,2,3166700,0,0,0,0,서울특별시 강서구 강서로 468 에이스테크노타워 701호 (등촌동),1,서비스
607,단체 급식 보조원,1,0,9160,0,0,0,0,서울특별시 강서구 마곡중앙10로 91 (마곡동),4,서비스
608,기타 전자 부품·제품 조립·검사원,2,0,9160,0,0,0,0,서울특별시 금천구 가산디지털2로 53 (가산동) 305호,0,생산/제조
609,의복·가죽·모피 수선원,1,2,1960000,0,0,0,0,서울특별시 동작구 보라매로5길 15 전문건설회관 23층 (신대방동),4,생산/제조
610,사무 보조원(일반사업체),1,3,29000000,0,2,0,0,서울특별시 마포구 마포대로 63-8 삼창프라자 6층 (도화동),1,경영/사무
611,기타 식품가공 종사원,1,2,1950000,0,0,0,0,"서울특별시 성동구 성수이로 51 서울숲한라시그마벨리 1차 지하1층 (성수동2가,서울숲한라시그마벨리)",1,생산/제조
612,음료 조리사(바리스타 포함),1,2,1000000,0,0,0,0,서울특별시 성동구 연무장5가길 7 West 13층 (성수동2가),1,서비스
613,의료 보조원,0,0,9540,0,0,0,0,서울특별시 성북구 고려대로 73 (안암동5가),4,의료
614,총무 및 일반 사무원,0,3,13300000,0,1,생명과학,0,서울특별시 송파구 올림픽로 300 (신천동),1,경영/사무
615,마케팅·광고·홍보·상품기획 사무원,1,3,28000000,0,0,0,0,서울특별시 영등포구 여의대로 24 43층 (여의도동),1,경영/사무
616,음료 조리사(바리스타 포함),0,3,13000000,0,0,0,0,서울특별시 종로구 종로 26 (서린동),4,서비스
617,매장 정리원(매장 보조원),0,0,9160,0,0,0,0,서울특별시 중구 소월로 3 롯데손해보험 B/D 7~9층 (남창동),1,서비스
618,음료 조리사(바리스타 포함),2,0,9160,0,0,0,0,"서울특별시 중구 을지로 100 (을지로2가) B동 15, 16, 17층",1,서비스
619,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",1,0,9160,0,0,0,0,울산광역시 울주군 언양읍 옥동길 4-9 (주)푸드윈,1,생산/제조
620,영양사,1,2,2068000,0,0,0,0,전라북도 부안군 부안읍 매창로 113 전라북도부안교육지원청,3,서비스
621,음료 조리사(바리스타 포함),2,0,100,0,0,0,0,전라북도 전주시 덕진구 벚꽃로 55 1층 아이갓에브리씽  (진북동),0,서비스
622,음료 조리사(바리스타 포함),2,0,100,0,0,0,0,전라북도 전주시 완산구 서원로 232 1층 아이갓에브리씽  (효자동1가),0,서비스
623,관광 및 통근·통학·학원 및 기타 버스 운전원,2,0,9160,0,0,0,0,제주특별자치도 제주시 거로남10길 132-14 (도련일동),1,서비스
624,사무 보조원(공공기관),0,2,2010580,0,0,0,0,충청북도 괴산군 괴산읍 임꺽정로 90 충북 괴산군 서부리 125번지,3,경영/사무
625,사무 보조원(공공기관),0,0,9620,0,0,0,0,충청북도 단양군 단양읍 수변로 7 7,1,경영/사무
626,사무 보조원(공공기관),0,2,2010580,0,0,0,0,충청북도 보은군 보은읍 군청길 38 (이평리),3,경영/사무
627,사무 보조원(공공기관),0,2,2010580,0,0,0,0,충청북도 영동군 영동읍 동정로 1 (계산리),3,경영/사무
628,사무 보조원(공공기관),0,2,2010580,0,0,0,0,충청북도 옥천군 옥천읍 중앙로 99 옥천군청,1,경영/사무
629,사무 보조원(공공기관),0,2,2010580,0,0,0,0,"충청북도 음성군 음성읍 중앙로 173 (읍내리), 음성군청",3,경영/사무
630,사무 보조원(공공기관),0,2,2010580,0,0,0,0,충청북도 제천시 내토로 295 제천시청 (천남동),3,경영/사무
631,사무 보조원(공공기관),0,2,2010580,0,0,0,0,"충청북도 증평군 증평읍 광장로 88 (창동리), 증평군청",1,경영/사무
632,사무 보조원(공공기관),0,2,2010580,0,0,0,0,충청북도 진천군 진천읍 상산로 13 (읍내리),3,경영/사무
633,사무 보조원(공공기관),0,0,9620,0,0,0,0,충청북도 청주시 상당구 상당로 155 (북문로3가),3,경영/사무
634,사무 보조원(일반사업체),0,0,9620,0,0,0,0,충청북도 청주시 청원구 내수읍 국동길 3 (주) 클레버,1,경영/사무
635,사무 보조원(공공기관),0,2,2010580,0,0,0,0,충청북도 충주시 으뜸로 21 (금릉동),3,경영/사무
636,음료 조리사(바리스타 포함),1,0,9160,0,0,0,0,강원도 원주시 배울로 85 1층 (반곡동),1,서비스
637,사무 보조원(공공기관),0,2,2010580,0,0,0,0,"강원도 정선군 정선읍 봉양3길 21 (봉양리), 정선군청",3,경영/사무
638,전기·전자 분야 단순 종사원,1,0,9160,1,0,0,0,경기도 부천시 평천로 852 유공유체빌딩 3층 (도당동),1,생산/제조
639,음료 조리사(바리스타 포함),0,2,1010100,0,0,0,0,경기도 성남시 분당구 대왕판교로 660 B-70 ( 유스페이스 제7층) (삼평동),1,서비스
640,사무 보조원(공공기관),0,2,957220,0,0,0,0,경기도 수원시 권선구 오목천동 수원여대길 62,0,경영/사무
641,주차 관리·안내원,0,3,27000000,0,0,0,0,경기도 안양시 동안구 벌말로102번길 54 (관양동),1,서비스
642,사무 보조원(공공기관),0,2,2200000,0,2,0,0,경기도 안양시 동안구 평촌대로253번길 41 별관 2층 (비산동),1,경영/사무
643,환경 미화원,0,2,2050000,0,0,0,0,경기도 안양시 만안구 박달로 351 (주)노루코일코팅 (박달동),1,서비스
644,건물 보수원 및 영선원(아파트 기계·전기 시설관리 제외),0,2,1500000,0,0,0,0,"경기도 용인시 수지구 광교중앙로 304 미주프라자, 901호 (상현동) (상현동)",1,생산/제조
645,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",0,0,9620,0,0,0,0,경기도 하남시 미사강변중앙로7번안길 25 (풍산동) 유테크밸리 C동 7층,1,서비스
646,포장(패키지)디자이너,1,0,9160,0,0,0,0,경기도 화성시 보통내길 82-9 (정남면 보통리) (정남면),1,디자인
647,공사현장 경비원,0,2,2200000,0,0,0,0,경기도 화성시 봉담읍 와우안길 109 103-213,1,서비스
648,사무 보조원(공공기관),0,0,9620,0,0,0,0,경상북도 경산시 자인면 일연로 93 (북사리),3,경영/사무
649,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",1,0,9160,0,0,0,0,경상북도 구미시 고아읍 봉한4안길 70-90 .,0,생산/제조
650,건물 보수원 및 영선원(아파트 기계·전기 시설관리 제외),0,0,9620,0,0,0,0,경상북도 구미시 황상동 97-3번지,3,생산/제조
651,"범용 응용 소프트웨어 프로그래머(ERP,정보처리,재무관리 등)",1,2,1914440,0,0,0,0,대구광역시 동구 동촌로 289 대왕빌딩 4층 (방촌동),1,서비스
652,생산·품질 사무원 및 관리원(기계·자동차·금속),0,3,40000000,0,0,0,0,부산광역시 기장군 정관읍 농공길 2-9 (주)성우하이텍,1,생산/제조
653,음료 조리사(바리스타 포함),0,0,9160,0,0,0,0,서울특별시 마포구 독막로 311 (염리동) 재회스퀘어 12층,1,서비스
654,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",0,2,2010580,0,0,0,0,"서울특별시 성동구 아차산로 104 303호(성수동2가, 제일빌딩)  (성수동2가)",1,서비스
655,배송·납품 운전원(납품영업 포함),0,0,9160,0,0,0,0,서울특별시 송파구 백제고분로42길 5 송파여성문화회관 4층(송파동),3,서비스
656,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",0,2,1520560,0,0,0,0,서울특별시 영등포구 선유로9길 10 313호(문래 SK V1센터),1,서비스
657,사무 보조원(일반사업체),1,0,9160,0,0,0,0,서울특별시 영등포구 선유서로31길 3 미디어비즈센터 7층 (양평동3가),1,경영/사무
658,공공행정 사무원,0,3,23000000,0,0,0,0,서울특별시 영등포구 양산로 91 1404호(당산동3가),3,경영/사무
659,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",0,0,10260,0,0,0,0,서울특별시 중구 남대문시장10길 2 6층 (회현동1가),4,서비스
660,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",1,2,750000,0,1,0,0,"서울특별시 중구 을지로 170 , 을지트윈타워 지하2층 201호",1,생산/제조
661,시설 요양보호사(노인요양사),0,2,1250000,0,0,0,0,울산광역시 울주군 삼동면 삼동로 670-18 울산노인요양원,2,서비스
662,기타 전자 부품·제품 조립·검사원,1,0,9160,0,0,0,0,"인천광역시 서구 보듬로 158 공존 1010호 (오류동, 블루텍)",0,생산/제조
663,배송·납품 운전원(납품영업 포함),1,2,2200000,0,0,0,0,"전라남도 여수시 소호5길 32 (소호동, 엘지석유화학소호사택)",4,서비스
664,사무 보조원(공공기관),1,2,2008000,0,0,0,0,전라북도 전주시 완산구 홍산로 111 (효자동2가),3,경영/사무
665,주입·포장·상표부착기 등 기타 기계 조작원,0,0,9500,0,0,0,0,충청북도 충주시 충원대로 862 (목행동),1,생산/제조
666,음료 조리사(바리스타 포함),1,0,9160,0,0,0,0,강원도 동해시 부곡5길 14 (부곡동),3,서비스
667,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",1,0,9160,0,0,0,0,강원도 동해시 지양길 168 (지흥동) .,1,생산/제조
668,사무 보조원(공공기관),0,2,2010580,0,0,0,0,강원도 태백시 태붐로 21 (황지동),1,경영/사무
669,사무 보조원(공공기관),0,2,538720,0,0,0,0,경기도 군포시 청백리길 6 (금정동),3,경영/사무
670,주점·커피숍 서빙원,1,0,9160,0,0,0,0,경기도 수원시 장안구 경수대로 1111 1층 (파장동),1,서비스
671,사무 보조원(공공기관),0,2,1005290,0,0,0,0,경기도 안산시 단원구 화랑로 387 안산시청 총무과 (고잔동),3,경영/사무
672,병원 코디네이터,1,2,1000000,0,0,0,0,경기도 의정부시 평화로 650 (의정부동),0,의료
673,전기·전자 분야 단순 종사원,1,0,9160,0,1,0,0,"경상남도 김해시 김해대로916번길 154-24 (병동리), 한림농공단지 5블록5롯트 (한림면)",1,생산/제조
674,직업 운동선수,0,0,9160,0,0,0,0,경상남도 양산시 소주공단1길 41 (주남동),4,전문/특수직
675,사서,0,0,9620,0,0,0,0,경상북도 경주시 초당길15번길 15 (동천동),3,서비스
676,사무 보조원(공공기관),0,0,9620,0,0,0,0,경상북도 영덕군 영덕읍 군청길 116 (남석리),3,경영/사무
677,사무 보조원(공공기관),0,0,9620,0,0,0,0,"경상북도 영양군 영양읍 군청길 37 (서부리), 영양군청",3,경영/사무
678,사무 보조원(공공기관),0,0,9620,0,0,0,0,"경상북도 울릉군 울릉읍 도동2길 66 (도동리), 울릉군청",3,경영/사무
679,사무 보조원(공공기관),0,0,9620,0,0,0,0,경상북도 울진군 울진읍 울진중앙로 121 464,1,경영/사무
680,가전 판매원(컴퓨터 포함),1,2,1964800,0,0,0,0,대전광역시 서구 둔산중로 38 202호  (둔산동),1,서비스
681,안마사,2,2,1600000,0,0,0,0,부산광역시 동래구 충렬대로 412 SK텔레콤빌딩 6층(안락동),1,서비스
682,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",0,0,9620,0,0,0,0,부산광역시 사상구 학감대로192번길 60 (학장동) 4층,2,생산/제조
683,음료 조리사(바리스타 포함),0,0,9160,0,0,0,0,서울특별시 강남구 논현로75길 6 (역삼동),1,서비스
684,대여제품 방문 점검원,1,0,9160,0,0,0,0,서울특별시 동작구 상도로 369,1,서비스
685,머천다이저(MD),1,3,2000000,0,0,0,0,서울특별시 동작구 상도로 369 형남공학관 2층 준비홀,1,서비스
686,환경 미화원,0,2,1000000,0,0,0,0,서울특별시 서초구 잠원로14길 29 롯데건설(주) (잠원동),1,서비스
687,전산자료 입력원(약국·판매·대리점),0,2,2100000,0,0,0,0,서울특별시 송파구 송파대로 570 타워730(신천동),4,서비스
688,"기타 서비스 단순종사원(사우나,찜질방 정리원 등)",0,0,9160,0,0,0,0,서울특별시 송파구 올림픽로 300 (신천동)27층,4,서비스
689,"지휘자, 작곡가 및 연주가",0,0,9160,0,0,0,0,울산광역시 남구 처용로616번길 133 (황성동),4,전문/특수직
690,기타 전자 부품·제품 조립·검사원,1,0,9620,0,0,0,0,울산광역시 북구 농공단지4길 55 (달천동),1,생산/제조
691,조경 식재원,0,0,9160,0,0,0,0,울산광역시 중구 염포로 55  (남외동),1,서비스
692,사무 보조원(공공기관),0,0,9620,0,0,0,0,인천광역시 강화군 강화읍 강화대로 394 강화군청,1,경영/사무
693,환경·청소 관리자,1,0,9500,0,0,0,0,충청북도 청주시 흥덕구 옥산면 옥산산단3로 9 (옥산면),1,서비스
694,사무 보조원(공공기관),0,0,9160,0,0,0,0,강원도 춘천시 동내로 10 교통안전공단 강원지사 (석사동),1,경영/사무
695,사무 보조원(공공기관),0,2,2010580,0,0,0,0,강원도 횡성군 횡성읍 태기로 15 (읍하리),3,경영/사무
696,사무 보조원(공공기관),0,0,9620,0,0,0,0,경기도 가평군 가평읍 석봉로 181 513,1,경영/사무
697,사무 보조원(공공기관),0,0,9620,0,0,0,0,경기도 구리시 아차산로 439 구리시청 (총무과) (교문동),3,경영/사무
698,물류 사무원(물류 관리사),1,3,25000000,0,0,0,0,경기도 성남시 분당구 판교로228번길 15 판교7벤처벨리 농수산홈쇼핑동 (삼평동),4,서비스
699,사무 보조원(공공기관),0,0,9620,0,0,0,0,경기도 양주시 부흥로 1533 (남방동),3,경영/사무
700,공공행정 사무원,0,0,9620,0,0,0,0,경기도 양평군 양평읍 군청앞길 2 (양근리),3,경영/사무
701,사무 보조원(공공기관),0,0,9160,0,0,0,0,경기도 여주시 세종로 1 미래정보담당관 (홍문동),1,경영/사무
702,환경 미화원,1,2,786000,0,0,0,0,"경기도 용인시 수지구 광교중앙로296번길 10 상현동, 광교 리치안 오피스텔 203호 (상현동)",1,서비스
703,사무 보조원(공공기관),0,0,9620,0,0,0,0,경기도 포천시 중앙로 87  (신읍동),3,경영/사무
704,기계·금속 분야 단순 종사원,1,0,9160,0,0,0,0,경상남도 김해시 진례면 테크노밸리길 188-44 (주)행성 진례공장,1,생산/제조
705,통신장비 설치·수리원,0,0,9160,0,0,0,0,경상북도 경산시 원효로 60 (계양동),3,서비스
706,사무 보조원(공공기관),0,0,9620,0,0,0,0,"경상북도 경주시 양정로 260 (동천동), 경주시청 시정새마을과 인사계",3,경영/사무
707,기타 전자 부품·제품 조립·검사원,1,0,9160,0,0,0,0,경상북도 김천시 혁신8로 5 율곡테크노벨리 301호 (율곡동),1,생산/제조
708,사무 보조원(공공기관),0,0,9620,0,0,0,0,경상북도 봉화군 봉화읍 봉화로 1111 (내성리),3,경영/사무
709,사무 보조원(공공기관),0,0,9620,0,0,0,0,경상북도 상주시 상산로 223 (남성동),3,경영/사무
710,관광 및 통근·통학·학원 및 기타 버스 운전원,0,0,9160,0,0,0,0,경상북도 안동시 광명로 159 (옥동)  201호,2,서비스
711,사무 보조원(일반사업체),0,2,538720,0,0,0,0,경상북도 안동시 옥동1길 21 안동시장애인종합복지관 (옥동),1,경영/사무
712,사무 보조원(공공기관),0,0,9620,0,0,0,0,경상북도 안동시 퇴계로 115 (명륜동),3,경영/사무
713,사무 보조원(공공기관),0,0,9620,0,0,0,0,경상북도 영주시 시청로 1 (휴천동),3,경영/사무
714,사무 보조원(공공기관),0,0,9620,0,0,0,0,경상북도 예천군 예천읍 군청길 33 (노상리),3,경영/사무
715,사무 보조원(공공기관),0,0,9620,0,0,0,0,경상북도 의성군 의성읍 군청길 31 (후죽리),3,경영/사무
716,사무 보조원(공공기관),0,0,9620,0,0,0,0,"경상북도 청송군 청송읍 군청로 51 (월막리), 청송군청",3,경영/사무
717,사무 보조원(공공기관),0,0,9620,0,0,0,0,경상북도 포항시 남구 시청로 1 포항시청 (대잠동),1,경영/사무
718,매장 정리원(매장 보조원),1,0,9160,0,0,0,지게차운전기능사  자동차운전면허1종보통,대구광역시 달서구 달구벌대로 1360 대구 필식자재마트[성서점] (장기동),1,서비스
719,기타 제도사(캐드원),1,3,31000000,0,2,정보·통신공학,정보처리산업기사  정보통신산업기사,대구광역시 동구 팔공로45길 22 (봉무동),1,IT/인터넷
720,직업 운동선수,0,2,1217000,0,0,0,0,대구광역시 북구 엑스코로 10 (산격동),3,전문/특수직
721,기타 보건·의료 서비스 종사원,0,2,1250000,0,1,0,0,대전광역시 중구 수침로 89 (태평동) 대전노인복지센터,2,서비스
722,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",0,0,9160,0,0,0,0,부산광역시 사하구 을숙도대로 559 (신평동),1,생산/제조
723,"건물 경비원(청사,학교,병원,상가,빌딩,공장 등)",1,2,2170000,0,0,0,0,부산광역시 서구 원양로 87 성진수산(주) (암남동),1,서비스
724,조련사(공연)·마술사 등 기타 시각 및 공연 예술가,1,0,9620,0,0,0,0,"부산광역시 해운대구 선수촌로21번길 65 (반여동, 현대그린맨션)",0,
725,상품 진열원,1,0,9160,0,0,0,0,부산광역시 해운대구 세실로 39 새삶빌딩 7층 비호 (좌동),1,서비스
